ligand_id,source_file,casf_explicit_isomeric_smiles,casf_explicit_nonisomeric_smiles,casf_heavy_isomeric_smiles,casf_heavy_nonisomeric_smiles,chembl3d_group,chembl3d_mol_id,chembl3d_isomeric_smiles,conformer_count
2zcq_2zcq_conf0,2zcq_2zcq_conf0.mol2,[H]c1c([H])c([H])c(Oc2c([H])c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(P(=O)([O-])[O-])S(=O)(=O)[O-])c2[H])c([H])c1[H],[H]c1c([H])c([H])c(Oc2c([H])c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])(P(=O)([O-])[O-])S(=O)(=O)[O-])c2[H])c([H])c1[H],O=P([O-])([O-])[C@@H](CCCc1cccc(Oc2ccccc2)c1)S(=O)(=O)[O-],O=P([O-])([O-])C(CCCc1cccc(Oc2ccccc2)c1)S(=O)(=O)[O-],041,CHEMBL351151_0,O=P([O-])([O-])[C@@H](CCCc1cccc(Oc2ccccc2)c1)S(=O)(=O)[O-],67
2zcr_2zcr_conf0,2zcr_2zcr_conf0.mol2,[H]c1c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1-c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(P(=O)([O-])[O-])S(=O)(=O)[O-])c([H])c1[H],[H]c1c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1-c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])(P(=O)([O-])[O-])S(=O)(=O)[O-])c([H])c1[H],CCCCc1ccc(-c2ccc(CCC[C@H](P(=O)([O-])[O-])S(=O)(=O)[O-])cc2)cc1,CCCCc1ccc(-c2ccc(CCCC(P(=O)([O-])[O-])S(=O)(=O)[O-])cc2)cc1,052,CHEMBL158844_0,CCCCc1ccc(-c2ccc(CCC[C@H](P(=O)([O-])[O-])S(=O)(=O)[O-])cc2)cc1,60
2zy1_2zy1_conf0,2zy1_2zy1_conf0.mol2,[H]c1c([H])c([H])c(Oc2c([H])c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])P(=O)([O-])[O-])c2[H])c([H])c1[H],[H]c1c([H])c([H])c(Oc2c([H])c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])P(=O)([O-])[O-])c2[H])c([H])c1[H],O=C(CP(=O)([O-])[O-])NCCCc1cccc(Oc2ccccc2)c1,O=C(CP(=O)([O-])[O-])NCCCc1cccc(Oc2ccccc2)c1,042,CHEMBL495624_0,O=C(CP(=O)([O-])[O-])NCCCc1cccc(Oc2ccccc2)c1,94
3aru_3aru_conf0,3aru_3aru_conf0.mol2,[H]c1nc2c(c(=O)n(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])[H])c(=O)n2C([H])([H])[H])n1C([H])([H])[H],[H]c1nc2c(c(=O)n(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])[H])c(=O)n2C([H])([H])[H])n1C([H])([H])[H],CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,038,CHEMBL628_0,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,124
3ary_3ary_conf0,3ary_3ary_conf0.mol2,[H]c1c(N=C=S)c([H])c2c([H])c(C3=NC([H])([H])C([H])([H])N3[H])oc2c1[H],[H]c1c(N=C=S)c([H])c2c([H])c(C3=NC([H])([H])C([H])([H])N3[H])oc2c1[H],S=C=Nc1ccc2oc(C3=NCCN3)cc2c1,S=C=Nc1ccc2oc(C3=NCCN3)cc2c1,026,CHEMBL1256146_1,S=C=Nc1ccc2oc(C3=NCCN3)cc2c1,3
3b27_3b27_conf0,3b27_3b27_conf0.mol2,[H]c1c([H])c([H])c(-c2nc(SC([H])([H])[H])nc(N([H])[H])n2)c(Cl)c1[H],[H]c1c([H])c([H])c(-c2nc(SC([H])([H])[H])nc(N([H])[H])n2)c(Cl)c1[H],CSc1nc(N)nc(-c2ccccc2Cl)n1,CSc1nc(N)nc(-c2ccccc2Cl)n1,025,CHEMBL1834095_0,CSc1nc(N)nc(-c2ccccc2Cl)n1,9
3b5r_3b5r_conf0,3b5r_3b5r_conf0.mol2,[H]O[C@@](C(=O)N([H])c1c([H])c([H])c(C#N)c(C(F)(F)F)c1[H])(C([H])([H])[H])C([H])([H])Oc1c([H])c([H])c(Cl)c(F)c1[H],[H]OC(C(=O)N([H])c1c([H])c([H])c(C#N)c(C(F)(F)F)c1[H])(C([H])([H])[H])C([H])([H])Oc1c([H])c([H])c(Cl)c(F)c1[H],C[C@](O)(COc1ccc(Cl)c(F)c1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CC(O)(COc1ccc(Cl)c(F)c1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,041,CHEMBL511445_0,C[C@](O)(COc1ccc(Cl)c(F)c1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,200
3b65_3b65_conf0,3b65_3b65_conf0.mol2,[H]O[C@@](C(=O)N([H])c1c([H])c([H])c(C#N)c(I)c1[H])(C([H])([H])[H])C([H])([H])Oc1c([H])c([H])c(C#N)c([H])c1[H],[H]OC(C(=O)N([H])c1c([H])c([H])c(C#N)c(I)c1[H])(C([H])([H])[H])C([H])([H])Oc1c([H])c([H])c(C#N)c([H])c1[H],C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(I)c1,CC(O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(I)c1,039,CHEMBL469759_0,C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(I)c1,200
3bgz_3bgz_conf0,3bgz_3bgz_conf0.mol2,[H]c1c([H])c([H])c(-c2c(-c3c([H])c([H])c([H])c([H])c3[H])n([H])c3c(C(=O)[O-])c([H])c([H])c([H])c23)c([H])c1[H],[H]c1c([H])c([H])c(-c2c(-c3c([H])c([H])c([H])c([H])c3[H])n([H])c3c(C(=O)[O-])c([H])c([H])c([H])c23)c([H])c1[H],O=C([O-])c1cccc2c(-c3ccccc3)c(-c3ccccc3)[nH]c12,O=C([O-])c1cccc2c(-c3ccccc3)c(-c3ccccc3)[nH]c12,038,CHEMBL406652_0,O=C([O-])c1cccc2c(-c3ccccc3)c(-c3ccccc3)[nH]c12,10
3cj4_3cj4_conf0,3cj4_3cj4_conf0.mol2,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])C(=O)[O-])c(C(=O)N2C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C2([H])[H])c([H])c1Br,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])C(=O)[O-])c(C(=O)N2C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C2([H])[H])c([H])c1Br,C[C@@H]1C[C@H](C)CN(C(=O)c2cc(Br)ccc2NC(=O)CCC(=O)[O-])C1,CC1CC(C)CN(C(=O)c2cc(Br)ccc2NC(=O)CCC(=O)[O-])C1,047,CHEMBL256528_0,C[C@@H]1C[C@H](C)CN(C(=O)c2cc(Br)ccc2NC(=O)CCC(=O)[O-])C1,199
3dd0_3dd0_conf0,3dd0_3dd0_conf0.mol2,[H]c1c(OC([H])([H])C([H])([H])[H])c([H])c2sc(S(=O)(=O)N([H])[H])nc2c1[H],[H]c1c(OC([H])([H])C([H])([H])[H])c([H])c2sc(S(=O)(=O)N([H])[H])nc2c1[H],CCOc1ccc2nc(S(N)(=O)=O)sc2c1,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,026,CHEMBL18_0,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,51
3e92_3e92_conf0,3e92_3e92_conf0.mol2,[H]c1c([H])c(C([H])([H])[H])c(-c2c([H])c([H])c(-c3nnc(C([H])([H])[H])o3)c([H])c2C([H])([H])[H])c([H])c1C(=O)N([H])C1([H])C([H])([H])C1([H])[H],[H]c1c([H])c(C([H])([H])[H])c(-c2c([H])c([H])c(-c3nnc(C([H])([H])[H])o3)c([H])c2C([H])([H])[H])c([H])c1C(=O)N([H])C1([H])C([H])([H])C1([H])[H],Cc1nnc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)o1,Cc1nnc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)o1,047,CHEMBL522579_0,Cc1nnc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)o1,134
3e93_3e93_conf0,3e93_3e93_conf0.mol2,[H]c1c([H])c(N([H])C(=O)c2c([H])c([H])c(C([H])([H])[H])c(-c3c([H])c([H])c4c(C5([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C5([H])[H])noc4c3[H])c2[H])c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c1[H],[H]c1c([H])c(N([H])C(=O)c2c([H])c([H])c(C([H])([H])[H])c(-c3c([H])c([H])c4c(C5([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C5([H])[H])noc4c3[H])c2[H])c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c1[H],Cc1ccc(C(=O)Nc2cccc(N3CCOCC3)c2)cc1-c1ccc2c(C3CC[NH2+]CC3)noc2c1,Cc1ccc(C(=O)Nc2cccc(N3CCOCC3)c2)cc1-c1ccc2c(C3CC[NH2+]CC3)noc2c1,070,CHEMBL485285_0,Cc1ccc(C(=O)Nc2cccc(N3CCOCC3)c2)cc1-c1ccc2c(C3CC[NH2+]CC3)noc2c1,200
3ehy_3ehy_conf0,3ehy_3ehy_conf0.mol2,[H]c1c([H])c(S(=O)(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])[H])c([H])c([H])c1OC([H])([H])[H],[H]c1c([H])c(S(=O)(=O)N([H])C([H])(C(=O)[O-])C([H])([H])[H])c([H])c([H])c1OC([H])([H])[H],COc1ccc(S(=O)(=O)N[C@H](C)C(=O)[O-])cc1,COc1ccc(S(=O)(=O)NC(C)C(=O)[O-])cc1,029,CHEMBL1364948_0,COc1ccc(S(=O)(=O)N[C@H](C)C(=O)[O-])cc1,25
3fcq_3fcq_conf0,3fcq_3fcq_conf0.mol2,[H]c1c([H])c(C(=O)[O-])c(OC(=O)C([H])([H])[H])c(C([H])([H])[H])c1[H],[H]c1c([H])c(C(=O)[O-])c(OC(=O)C([H])([H])[H])c(C([H])([H])[H])c1[H],CC(=O)Oc1c(C)cccc1C(=O)[O-],CC(=O)Oc1c(C)cccc1C(=O)[O-],023,CHEMBL1234172_0,CC(=O)Oc1c(C)cccc1C(=O)[O-],2
3fur_3fur_conf0,3fur_3fur_conf0.mol2,[H]c1nc2c([H])c([H])c([H])c([H])c2c([H])c1Oc1c(Cl)c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2Cl)c([H])c1Cl,[H]c1nc2c([H])c([H])c([H])c([H])c2c([H])c1Oc1c(Cl)c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2Cl)c([H])c1Cl,O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,043,CHEMBL1236924_0,O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,86
3g2z_3g2z_conf0,3g2z_3g2z_conf0.mol2,[H]C1=C(N([H])c2nnnn2[H])C([H])([H])C([H])([H])C([H])([H])C1=O,[H]C1=C(N([H])c2nnnn2[H])C([H])([H])C([H])([H])C([H])([H])C1=O,O=C1C=C(Nc2nnn[nH]2)CCC1,O=C1C=C(Nc2nnn[nH]2)CCC1,022,CHEMBL1213369_1,O=C1C=C(Nc2nnn[nH]2)CCC1,6
3g31_3g31_conf0,3g31_3g31_conf0.mol2,[H]C1([H])C([H])([H])[C@]2([H])C([H])([H])[C@@]1([H])[C@]1([H])C(=O)N([C@@]([H])(C(=O)[O-])C([H])([H])[H])C(=O)[C@]21[H],[H]C([H])([H])C([H])(C(=O)[O-])N1C(=O)C2([H])C([H])(C1=O)C1([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],C[C@H](C(=O)[O-])N1C(=O)[C@@H]2[C@@H]3CC[C@@H](C3)[C@@H]2C1=O,CC(C(=O)[O-])N1C(=O)C2C3CCC(C3)C2C1=O,031,CHEMBL1213404_0,C[C@H](C(=O)[O-])N1C(=O)[C@@H]2[C@@H]3CC[C@@H](C3)[C@@H]2C1=O,8
3gy4_3gy4_conf0,3gy4_3gy4_conf0.mol2,[H]c1c([H])c(N([H])[H])c([H])c([H])c1C(N([H])[H])=[N+]([H])[H],[H]c1c([H])c(N([H])[H])c([H])c([H])c1C(N([H])[H])=[N+]([H])[H],NC(=[NH2+])c1ccc(N)cc1,NC(=[NH2+])c1ccc(N)cc1,020,CHEMBL124632_0,NC(=[NH2+])c1ccc(N)cc1,1
3jvs_3jvs_conf0,3jvs_3jvs_conf0.mol2,[H]c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([N+](=O)[O-])c([H])c1C(=O)N([H])N([H])C(=O)N([H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,[H]c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([N+](=O)[O-])c([H])c1C(=O)N([H])N([H])C(=O)N([H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,CC(C)(C)c1ccc(C(=O)NNC(=O)Nc2cccc3ccccc23)cc1[N+](=O)[O-],CC(C)(C)c1ccc(C(=O)NNC(=O)Nc2cccc3ccccc23)cc1[N+](=O)[O-],052,CHEMBL1230881_0,CC(C)(C)c1ccc(C(=O)NNC(=O)Nc2cccc3ccccc23)cc1[N+](=O)[O-],40
3k5v_3k5v_conf0,3k5v_3k5v_conf0.mol2,[H]c1nc(-c2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])c([H])c(N([H])c2c([H])c([H])c(OC(F)(F)F)c([H])c2[H])n1,[H]c1nc(-c2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])c([H])c(N([H])c2c([H])c([H])c(OC(F)(F)F)c([H])c2[H])n1,NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,040,CHEMBL483847_0,NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,200
3kgp_3kgp_conf0,3kgp_3kgp_conf0.mol2,[H]c1c([H])c(C([H])([H])[N+]([H])([H])[H])c([H])c([H])c1C(=O)[O-],[H]c1c([H])c(C([H])([H])[N+]([H])([H])[H])c([H])c([H])c1C(=O)[O-],[NH3+]Cc1ccc(C(=O)[O-])cc1,[NH3+]Cc1ccc(C(=O)[O-])cc1,020,CHEMBL328875_0,[NH3+]Cc1ccc(C(=O)[O-])cc1,1
3lka_3lka_conf0,3lka_3lka_conf0.mol2,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1OC([H])([H])[H],[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1OC([H])([H])[H],COc1ccc(S(N)(=O)=O)cc1,COc1ccc(S(N)(=O)=O)cc1,021,CHEMBL176402_0,COc1ccc(S(N)(=O)=O)cc1,4
3nx7_3nx7_conf0,3nx7_3nx7_conf0.mol2,[H]ON([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])O[H])S(=O)(=O)c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],[H]ON([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])O[H])S(=O)(=O)c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],COc1ccc(S(=O)(=O)N(CCO)CC(=O)NO)cc1,COc1ccc(S(=O)(=O)N(CCO)CC(=O)NO)cc1,036,CHEMBL1234724_0,COc1ccc(S(=O)(=O)N(CCO)CC(=O)NO)cc1,111
3pxf_3pxf_conf0,3pxf_3pxf_conf0.mol2,[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c(S(=O)(=O)[O-])c23)c([H])c1[H],[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c(S(=O)(=O)[O-])c23)c([H])c1[H],O=S(=O)([O-])c1cccc2cccc(Nc3ccccc3)c12,O=S(=O)([O-])c1cccc2cccc(Nc3ccccc3)c12,033,CHEMBL285527_0,O=S(=O)([O-])c1cccc2cccc(Nc3ccccc3)c12,7
3qqs_3qqs_conf0,3qqs_3qqs_conf0.mol2,[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)[O-])c(C(=O)[O-])c1[H],[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)[O-])c(C(=O)[O-])c1[H],O=C([O-])c1ccccc1Nc1ccccc1C(=O)[O-],O=C([O-])c1ccccc1Nc1ccccc1C(=O)[O-],028,CHEMBL1526652_0,O=C([O-])c1ccccc1Nc1ccccc1C(=O)[O-],7
3rlr_3rlr_conf0,3rlr_3rlr_conf0.mol2,[H]c1c(Cl)c(OC([H])([H])[H])c([H])c(-c2nc(C([H])([H])[H])nc3c2c(C#N)c(C([H])([H])[H])n3[H])c1Cl,[H]c1c(Cl)c(OC([H])([H])[H])c([H])c(-c2nc(C([H])([H])[H])nc3c2c(C#N)c(C([H])([H])[H])n3[H])c1Cl,COc1cc(-c2nc(C)nc3[nH]c(C)c(C#N)c23)c(Cl)cc1Cl,COc1cc(-c2nc(C)nc3[nH]c(C)c(C#N)c23)c(Cl)cc1Cl,035,CHEMBL1738738_0,COc1cc(-c2nc(C)nc3[nH]c(C)c(C#N)c23)c(Cl)cc1Cl,9
3rsx_3rsx_conf0,3rsx_3rsx_conf0.mol2,[H]c1sc([H])c(-c2c([H])c([H])c3nc(N([H])[H])c([H])c([H])c3c2[H])c1[H],[H]c1sc([H])c(-c2c([H])c([H])c3nc(N([H])[H])c([H])c([H])c3c2[H])c1[H],Nc1ccc2cc(-c3ccsc3)ccc2n1,Nc1ccc2cc(-c3ccsc3)ccc2n1,026,CHEMBL1821801_0,Nc1ccc2cc(-c3ccsc3)ccc2n1,4
3ryj_3ryj_conf0,3ryj_3ryj_conf0.mol2,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C(F)(F)F,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C(F)(F)F,NS(=O)(=O)c1ccc(C(=O)NCC(F)(F)F)cc1,NS(=O)(=O)c1ccc(C(=O)NCC(F)(F)F)cc1,027,CHEMBL451234_0,NS(=O)(=O)c1ccc(C(=O)NCC(F)(F)F)cc1,81
3syr_3syr_conf0,3syr_3syr_conf0.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])c(F)c(=O)n([H])c2=O)[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],[H]OC([H])([H])C1([H])OC([H])(n2c([H])c(F)c(=O)n([H])c2=O)C([H])(O[H])C([H])(O[H])C1([H])O[H],O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1F,O=c1[nH]c(=O)n(C2OC(CO)C(O)C(O)C2O)cc1F,033,CHEMBL1977258_0,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1F,1344
3twp_3twp_conf0,3twp_3twp_conf0.mol2,[H]Oc1c([H])c([H])c([H])c([H])c1C(=O)[O-],[H]Oc1c([H])c([H])c([H])c([H])c1C(=O)[O-],O=C([O-])c1ccccc1O,O=C([O-])c1ccccc1O,015,CHEMBL424_0,O=C([O-])c1ccccc1O,1
3u5j_3u5j_conf0,3u5j_3u5j_conf0.mol2,[H]c1c([H])c([H])c(C2=NC([H])([H])c3nnc(C([H])([H])[H])n3-c3c([H])c([H])c(Cl)c([H])c32)c([H])c1[H],[H]c1c([H])c([H])c(C2=NC([H])([H])c3nnc(C([H])([H])[H])n3-c3c([H])c([H])c(Cl)c([H])c32)c([H])c1[H],Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,035,CHEMBL661_0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,2
3u8n_3u8n_conf0,3u8n_3u8n_conf0.mol2,[H]c1nc(Br)c(OC([H])([H])C([H])([H])[H])c([H])c1N1C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H],[H]c1nc(Br)c(OC([H])([H])C([H])([H])[H])c([H])c1N1C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H],CCOc1cc(N2CCC[NH2+]CC2)cnc1Br,CCOc1cc(N2CCC[NH2+]CC2)cnc1Br,036,CHEMBL72433_0,CCOc1cc(N2CCC[NH2+]CC2)cnc1Br,197
3uo4_3uo4_conf0,3uo4_3uo4_conf0.mol2,[H]c1nc(N([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2-c2c([H])c([H])c([H])c([H])c2[H])c1[H],[H]c1nc(N([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2-c2c([H])c([H])c([H])c([H])c2[H])c1[H],O=C([O-])c1ccc(Nc2nccc(Nc3ccccc3-c3ccccc3)n2)cc1,O=C([O-])c1ccc(Nc2nccc(Nc3ccccc3-c3ccccc3)n2)cc1,046,CHEMBL2170586_0,O=C([O-])c1ccc(Nc2nccc(Nc3ccccc3-c3ccccc3)n2)cc1,26
3up2_3up2_conf0,3up2_3up2_conf0.mol2,[H]c1nc(N([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2OC(F)(F)F)c1[H],[H]c1nc(N([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2OC(F)(F)F)c1[H],O=C([O-])c1ccc(Nc2nccc(Nc3ccccc3OC(F)(F)F)n2)cc1,O=C([O-])c1ccc(Nc2nccc(Nc3ccccc3OC(F)(F)F)n2)cc1,040,CHEMBL2170430_0,O=C([O-])c1ccc(Nc2nccc(Nc3ccccc3OC(F)(F)F)n2)cc1,43
3wtj_3wtj_conf0,3wtj_3wtj_conf0.mol2,[H]c1nc(Cl)c([H])c([H])c1C([H])([H])N1/C(=N/C#N)SC([H])([H])C1([H])[H],[H]c1nc(Cl)c([H])c([H])c1C([H])([H])N1C(=NC#N)SC([H])([H])C1([H])[H],N#C/N=C1\SCCN1Cc1ccc(Cl)nc1,N#CN=C1SCCN1Cc1ccc(Cl)nc1,025,CHEMBL451432_0,N#C/N=C1\SCCN1Cc1ccc(Cl)nc1,52
3zdg_3zdg_conf0,3zdg_3zdg_conf0.mol2,[H]C([H])([H])N(C(=O)OC([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],[H]C([H])([H])N(C(=O)OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],C[C@H](CCOC(=O)N(C)C)[NH+](C)C,CC(CCOC(=O)N(C)C)[NH+](C)C,034,CHEMBL486572_0,C[C@H](CCOC(=O)N(C)C)[NH+](C)C,199
4ddh_4ddh_conf0,4ddh_4ddh_conf0.mol2,[H]c1oc2c([H])c(OC([H])([H])[H])c([H])c([H])c2c1C([H])([H])C(=O)[O-],[H]c1oc2c([H])c(OC([H])([H])[H])c([H])c([H])c2c1C([H])([H])C(=O)[O-],COc1ccc2c(CC(=O)[O-])coc2c1,COc1ccc2c(CC(=O)[O-])coc2c1,024,CHEMBL1234470_0,COc1ccc2c(CC(=O)[O-])coc2c1,2
4ddk_4ddk_conf0,4ddk_4ddk_conf0.mol2,[H]c1c([H])c(C(=O)[O-])c([H])c2c1OC([H])([H])O2,[H]c1c([H])c(C(=O)[O-])c([H])c2c1OC([H])([H])O2,O=C([O-])c1ccc2c(c1)OCO2,O=C([O-])c1ccc2c(c1)OCO2,017,CHEMBL573781_0,O=C([O-])c1ccc2c(c1)OCO2,1
4eor_4eor_conf0,4eor_4eor_conf0.mol2,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2nc([H])n([H])c2n1,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2nc([H])n([H])c2n1,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,050,CHEMBL319467_0,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,200
4f09_4f09_conf0,4f09_4f09_conf0.mol2,[H]c1nc2c(c([H])c([H])n2[H])c2c1nc(C([H])([H])[H])n2C1([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H],[H]c1nc2c(c([H])c([H])n2[H])c2c1nc(C([H])([H])[H])n2C1([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H],Cc1nc2cnc3[nH]ccc3c2n1C1CC[NH2+]CC1,Cc1nc2cnc3[nH]ccc3c2n1C1CC[NH2+]CC1,037,CHEMBL2159141_0,Cc1nc2cnc3[nH]ccc3c2n1C1CC[NH2+]CC1,2
4f2w_4f2w_conf0,4f2w_4f2w_conf0.mol2,[H]O[C@@]1([H])C([H])([H])[N@+]([H])(C([H])([H])c2c([H])n([H])c3c(N([H])[H])nc([H])nc23)C([H])([H])[C@]1([H])C([H])([H])SC([H])([H])[H],[H]OC1([H])C([H])(C([H])([H])SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])c2c([H])n([H])c3c(N([H])[H])nc([H])nc23)C1([H])[H],CSC[C@H]1C[N@@H+](Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O,CSCC1C[NH+](Cc2c[nH]c3c(N)ncnc23)CC1O,040,CHEMBL188375_0,CSC[C@H]1C[N@@H+](Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O,800
