ligand_id,source_file,casf_explicit_isomeric_smiles,casf_explicit_nonisomeric_smiles,casf_heavy_isomeric_smiles,casf_heavy_nonisomeric_smiles,chembl3d_group,chembl3d_mol_id,chembl3d_isomeric_smiles,conformer_count
3eko_3eko_conf0,3eko_3eko_conf0.mol2,[H]Oc1c([H])c(O[H])c(C(=O)n2c([H])c([H])c([H])c2[H])c(O[H])c1[H],[H]Oc1c([H])c(O[H])c(C(=O)n2c([H])c([H])c([H])c2[H])c(O[H])c1[H],O=C(c1c(O)cc(O)cc1O)n1cccc1,O=C(c1c(O)cc(O)cc1O)n1cccc1,025,CHEMBL513225_0,O=C(c1c(O)cc(O)cc1O)n1cccc1,32
3ekr_3ekr_conf0,3ekr_3ekr_conf0.mol2,[H]Oc1c([H])c([H])c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])c(O[H])c1[H],[H]Oc1c([H])c([H])c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])c(O[H])c1[H],Cc1ccccc1[C@H]1CCCN1C(=O)c1ccc(O)cc1O,Cc1ccccc1C1CCCN1C(=O)c1ccc(O)cc1O,041,CHEMBL443200_0,Cc1ccccc1[C@H]1CCCN1C(=O)c1ccc(O)cc1O,151
3eqr_3eqr_conf0,3eqr_3eqr_conf0.mol2,[H]c1c([H])c(C([H])([H])[H])c(N([H])c2nn(C([H])([H])C([H])([H])C(OC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c3nc(N([H])c4c([H])c([H])c(N5C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C5([H])[H])c([H])c4[H])nc([H])c23)c(C([H])([H])[H])c1[H],[H]c1c([H])c(C([H])([H])[H])c(N([H])c2nn(C([H])([H])C([H])([H])C(OC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c3nc(N([H])c4c([H])c([H])c(N5C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C5([H])[H])c([H])c4[H])nc([H])c23)c(C([H])([H])[H])c1[H],COC(C)(C)CCn1nc(Nc2c(C)cccc2C)c2cnc(Nc3ccc(N4CC[NH2+]CC4)cc3)nc21,COC(C)(C)CCn1nc(Nc2c(C)cccc2C)c2cnc(Nc3ccc(N4CC[NH2+]CC4)cc3)nc21,077,CHEMBL472392_0,COC(C)(C)CCn1nc(Nc2c(C)cccc2C)c2cnc(Nc3ccc(N4CC[NH2+]CC4)cc3)nc21,200
3exh_3exh_conf0,3exh_3exh_conf0.mol2,[H]c1nc(C([H])([H])[H])nc(N([H])[H])c1C([H])([H])[n+]1c([H])sc(C([H])([H])C([H])([H])O[P@](=O)([O-])OP(=O)([O-])[O-])c1C([H])([H])[H],[H]c1nc(C([H])([H])[H])nc(N([H])[H])c1C([H])([H])[n+]1c([H])sc(C([H])([H])C([H])([H])OP(=O)([O-])OP(=O)([O-])[O-])c1C([H])([H])[H],Cc1ncc(C[n+]2csc(CCO[P@](=O)([O-])OP(=O)([O-])[O-])c2C)c(N)n1,Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)([O-])[O-])c2C)c(N)n1,042,CHEMBL1236235_0,Cc1ncc(C[n+]2csc(CCO[P@](=O)([O-])OP(=O)([O-])[O-])c2C)c(N)n1,15
3f18_3f18_conf0,3f18_3f18_conf0.mol2,[H]ON([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])O[H])S(=O)(=O)c1c([H])c([H])c(F)c([H])c1[H],[H]ON([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])O[H])S(=O)(=O)c1c([H])c([H])c(F)c([H])c1[H],O=C(CN(CCO)S(=O)(=O)c1ccc(F)cc1)NO,O=C(CN(CCO)S(=O)(=O)c1ccc(F)cc1)NO,032,CHEMBL1632641_0,O=C(CN(CCO)S(=O)(=O)c1ccc(F)cc1)NO,97
3f19_3f19_conf0,3f19_3f19_conf0.mol2,[H]ON([H])C(=O)C([H])([H])N([H])S(=O)(=O)c1c([H])c([H])c(F)c([H])c1[H],[H]ON([H])C(=O)C([H])([H])N([H])S(=O)(=O)c1c([H])c([H])c(F)c([H])c1[H],O=C(CNS(=O)(=O)c1ccc(F)cc1)NO,O=C(CNS(=O)(=O)c1ccc(F)cc1)NO,025,CHEMBL4087610_0,O=C(CNS(=O)(=O)c1ccc(F)cc1)NO,62
3f1a_3f1a_conf0,3f1a_3f1a_conf0.mol2,[H]ON([H])C(=O)C([H])([H])N([H])S(=O)(=O)c1c([H])c([H])c([H])c([H])c1[H],[H]ON([H])C(=O)C([H])([H])N([H])S(=O)(=O)c1c([H])c([H])c([H])c([H])c1[H],O=C(CNS(=O)(=O)c1ccccc1)NO,O=C(CNS(=O)(=O)c1ccccc1)NO,025,CHEMBL2385479_0,O=C(CNS(=O)(=O)c1ccccc1)NO,68
3f33_3f33_conf0,3f33_3f33_conf0.mol2,[H]Oc1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],[H]Oc1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],CC(C)c1cccc(C(C)C)c1O,CC(C)c1cccc(C(C)C)c1O,031,CHEMBL526_0,CC(C)c1cccc(C(C)C)c1O,4
3f37_3f37_conf0,3f37_3f37_conf0.mol2,[H]Oc1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H],[H]Oc1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H],Cc1cccc(C)c1O,Cc1cccc(C)c1O,019,CHEMBL30106_0,Cc1cccc(C)c1O,1
3f78_3f78_conf0,3f78_3f78_conf0.mol2,[H]C(F)(F)O[C@@]([H])(Cl)C(F)(F)F,[H]C(F)(F)OC([H])(Cl)C(F)(F)F,FC(F)O[C@@H](Cl)C(F)(F)F,FC(F)OC(Cl)C(F)(F)F,012,CHEMBL1256_0,FC(F)O[C@@H](Cl)C(F)(F)F,8
3ffp_3ffp_conf0,3ffp_3ffp_conf0.mol2,[H]c1nc(-c2nc3c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c3n2[H])c([H])s1,[H]c1nc(-c2nc3c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c3n2[H])c([H])s1,NS(=O)(=O)c1ccc2[nH]c(-c3cscn3)nc2c1,NS(=O)(=O)c1ccc2[nH]c(-c3cscn3)nc2c1,026,CHEMBL455271_0,NS(=O)(=O)c1ccc2[nH]c(-c3cscn3)nc2c1,24
3fhb_3fhb_conf0,3fhb_3fhb_conf0.mol2,[H]c1c([H])c(C(=O)[O-])c([H])c(N([H])[H])c1[H],[H]c1c([H])c(C(=O)[O-])c([H])c(N([H])[H])c1[H],Nc1cccc(C(=O)[O-])c1,Nc1cccc(C(=O)[O-])c1,016,CHEMBL307782_0,Nc1cccc(C(=O)[O-])c1,1
3fj7_3fj7_conf0,3fj7_3fj7_conf0.mol2,[H]C([H])([H])[C@@]([H])(OP(=O)([O-])[O-])C(=O)[O-],[H]C([H])([H])C([H])(OP(=O)([O-])[O-])C(=O)[O-],C[C@@H](OP(=O)([O-])[O-])C(=O)[O-],CC(OP(=O)([O-])[O-])C(=O)[O-],014,CHEMBL144324_0,C[C@@H](OP(=O)([O-])[O-])C(=O)[O-],3
3fjg_3fjg_conf0,3fjg_3fjg_conf0.mol2,[H]O[C@@]([H])(C(=O)[O-])C([H])([H])OP(=O)([O-])[O-],[H]OC([H])(C(=O)[O-])C([H])([H])OP(=O)([O-])[O-],O=C([O-])[C@H](O)COP(=O)([O-])[O-],O=C([O-])C(O)COP(=O)([O-])[O-],015,CHEMBL87788_0,O=C([O-])[C@H](O)COP(=O)([O-])[O-],134
3fl5_3fl5_conf0,3fl5_3fl5_conf0.mol2,[H]Oc1c([H])c([H])c2c(c1O[H])C(=O)c1c(O[H])c([H])c([H])c(O[H])c1C2=O,[H]Oc1c([H])c([H])c2c(c1O[H])C(=O)c1c(O[H])c([H])c([H])c(O[H])c1C2=O,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,028,CHEMBL29898_1,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,3
3fql_3fql_conf0,3fql_3fql_conf0.mol2,[H]OC([H])([H])C([H])([H])N(c1c(C2([H])C([H])([H])C2([H])[H])c([H])c2c(C(=O)N([H])C([H])([H])[H])c(-c3c([H])c([H])c(F)c([H])c3[H])oc2c1[H])S(=O)(=O)C([H])([H])[H],[H]OC([H])([H])C([H])([H])N(c1c(C2([H])C([H])([H])C2([H])[H])c([H])c2c(C(=O)N([H])C([H])([H])[H])c(-c3c([H])c([H])c(F)c([H])c3[H])oc2c1[H])S(=O)(=O)C([H])([H])[H],CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,054,CHEMBL1092581_0,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,129
3g0i_3g0i_conf0,3g0i_3g0i_conf0.mol2,[H]N([H])C(=O)C([H])(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],[H]N([H])C(=O)C([H])(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],CCCC(CCC)C(N)=O,CCCC(CCC)C(N)=O,027,CHEMBL93836_0,CCCC(CCC)C(N)=O,193
3g2y_3g2y_conf0,3g2y_3g2y_conf0.mol2,[H]n1nnnc1-n1c(=O)c(C([H])([H])C([H])([H])[H])c(C([H])([H])[H])n1[H],[H]n1nnnc1-n1c(=O)c(C([H])([H])C([H])([H])[H])c(C([H])([H])[H])n1[H],CCc1c(C)[nH]n(-c2nnn[nH]2)c1=O,CCc1c(C)[nH]n(-c2nnn[nH]2)c1=O,024,CHEMBL1213368_1,CCc1c(C)[nH]n(-c2nnn[nH]2)c1=O,3
3gcu_3gcu_conf0,3gcu_3gcu_conf0.mol2,[H]c1nc(N([H])c2c([H])c([H])c([H])c(N([H])C(=O)N([H])c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nn3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c2[H])c2c([H])c(N([H])[H])c([H])c([H])c2n1,[H]c1nc(N([H])c2c([H])c([H])c([H])c(N([H])C(=O)N([H])c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nn3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c2[H])c2c([H])c(N([H])[H])c([H])c([H])c2n1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Nc3ncnc4ccc(N)cc34)c2)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Nc3ncnc4ccc(N)cc34)c2)cc1,068,CHEMBL569943_0,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Nc3ncnc4ccc(N)cc34)c2)cc1,200
3gy2_3gy2_conf0,3gy2_3gy2_conf0.mol2,[H]c1c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c([H])c1/N=N/N([H])c1c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c1[H],[H]c1c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c([H])c1N=NN([H])c1c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c1[H],NC(=[NH2+])c1ccc(/N=N/Nc2ccc(C(N)=[NH2+])cc2)cc1,NC(=[NH2+])c1ccc(N=NNc2ccc(C(N)=[NH2+])cc2)cc1,038,CHEMBL35241_0,NC(=[NH2+])c1ccc(/N=N/Nc2ccc(C(N)=[NH2+])cc2)cc1,43
3gy3_3gy3_conf0,3gy3_3gy3_conf0.mol2,[H]c1c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Oc1c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c1[H],[H]c1c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Oc1c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c1[H],NC(=[NH2+])c1ccc(OCCCCCOc2ccc(C(N)=[NH2+])cc2)cc1,NC(=[NH2+])c1ccc(OCCCCCOc2ccc(C(N)=[NH2+])cc2)cc1,051,CHEMBL55_0,NC(=[NH2+])c1ccc(OCCCCCOc2ccc(C(N)=[NH2+])cc2)cc1,200
3gy7_3gy7_conf0,3gy7_3gy7_conf0.mol2,[H]c1c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c1[H],NC(=[NH2+])c1ccccc1,NC(=[NH2+])c1ccccc1,018,CHEMBL20936_0,NC(=[NH2+])c1ccccc1,1
3h1x_3h1x_conf0,3h1x_3h1x_conf0.mol2,[H]c1c([H])c(C(=O)n2c(C([H])([H])[H])c(C([H])([H])C(=O)[O-])c3c([H])c(OC([H])([H])[H])c([H])c([H])c32)c([H])c([H])c1Cl,[H]c1c([H])c(C(=O)n2c(C([H])([H])[H])c(C([H])([H])C(=O)[O-])c3c([H])c(OC([H])([H])[H])c([H])c([H])c32)c([H])c([H])c1Cl,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,040,CHEMBL4590319_0,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,11
3h30_3h30_conf0,3h30_3h30_conf0.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c([H])c(Cl)c(Cl)c([H])c32)[C@]([H])(O[H])[C@]1([H])O[H],[H]OC([H])([H])C1([H])OC([H])(n2c([H])nc3c([H])c(Cl)c(Cl)c([H])c32)C([H])(O[H])C1([H])O[H],OC[C@H]1O[C@@H](n2cnc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,OCC1OC(n2cnc3cc(Cl)c(Cl)cc32)C(O)C1O,032,CHEMBL267071_0,OC[C@H]1O[C@@H](n2cnc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,1592
3h78_3h78_conf0,3h78_3h78_conf0.mol2,[H]c1c([H])c([H])c(N([H])[H])c(C(=O)[O-])c1[H],[H]c1c([H])c([H])c(N([H])[H])c(C(=O)[O-])c1[H],Nc1ccccc1C(=O)[O-],Nc1ccccc1C(=O)[O-],016,CHEMBL14173_0,Nc1ccccc1C(=O)[O-],2
3hig_3hig_conf0,3hig_3hig_conf0.mol2,[H]c1c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c([H])c1/N=N/N([H])c1c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c1[H],[H]c1c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c([H])c1N=NN([H])c1c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c1[H],NC(=[NH2+])c1ccc(/N=N/Nc2ccc(C(N)=[NH2+])cc2)cc1,NC(=[NH2+])c1ccc(N=NNc2ccc(C(N)=[NH2+])cc2)cc1,038,CHEMBL35241_0,NC(=[NH2+])c1ccc(/N=N/Nc2ccc(C(N)=[NH2+])cc2)cc1,43
3hll_3hll_conf0,3hll_3hll_conf0.mol2,[H]c1c([H])c(C([H])([H])Oc2c([H])c(C([H])([H])[H])n(-c3c([H])c(C(=O)N([H])C([H])([H])[H])c([H])c([H])c3C([H])([H])[H])c(=O)c2Br)c(F)c([H])c1F,[H]c1c([H])c(C([H])([H])Oc2c([H])c(C([H])([H])[H])n(-c3c([H])c(C(=O)N([H])C([H])([H])[H])c([H])c([H])c3C([H])([H])[H])c(=O)c2Br)c(F)c([H])c1F,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,049,CHEMBL1088751_0,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,77
3hp9_3hp9_conf0,3hp9_3hp9_conf0.mol2,[H]c1c([H])c(C(F)(F)F)c([H])c(N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2C(=O)[O-])c1Cl,[H]c1c([H])c(C(F)(F)F)c([H])c(N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2C(=O)[O-])c1Cl,COc1ccc(Nc2cc(C(F)(F)F)ccc2Cl)c(C(=O)[O-])c1,COc1ccc(Nc2cc(C(F)(F)F)ccc2Cl)c(C(=O)[O-])c1,033,CHEMBL522174_0,COc1ccc(Nc2cc(C(F)(F)F)ccc2Cl)c(C(=O)[O-])c1,146
3hs4_3hs4_conf0,3hs4_3hs4_conf0.mol2,[H]N(C(=O)C([H])([H])[H])c1nnc(S(=O)(=O)N([H])[H])s1,[H]N(C(=O)C([H])([H])[H])c1nnc(S(=O)(=O)N([H])[H])s1,CC(=O)Nc1nnc(S(N)(=O)=O)s1,CC(=O)Nc1nnc(S(N)(=O)=O)s1,019,CHEMBL20_0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,7
3hww_3hww_conf0,3hww_3hww_conf0.mol2,[H]C([H])(C(=O)[O-])C([H])([H])C(=O)C(=O)[O-],[H]C([H])(C(=O)[O-])C([H])([H])C(=O)C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-],014,CHEMBL1686_0,O=C([O-])CCC(=O)C(=O)[O-],34
3i51_3i51_conf0,3i51_3i51_conf0.mol2,[H]Oc1c([H])c(Cl)c(Cl)c([H])c1O[H],[H]Oc1c([H])c(Cl)c(Cl)c([H])c1O[H],Oc1cc(Cl)c(Cl)cc1O,Oc1cc(Cl)c(Cl)cc1O,014,CHEMBL1230231_0,Oc1cc(Cl)c(Cl)cc1O,3
3ibi_3ibi_conf0,3ibi_3ibi_conf0.mol2,[H]N([H])S(=O)(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]N([H])S(=O)(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],CCCCCCCCOS(N)(=O)=O,CCCCCCCCOS(N)(=O)=O,032,CHEMBL24261_0,CCCCCCCCOS(N)(=O)=O,200
3ibl_3ibl_conf0,3ibl_3ibl_conf0.mol2,[H]N([H])S(=O)(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OS(=O)(=O)N([H])[H],[H]N([H])S(=O)(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OS(=O)(=O)N([H])[H],NS(=O)(=O)OCCCCCCCCOS(N)(=O)=O,NS(=O)(=O)OCCCCCCCCOS(N)(=O)=O,038,CHEMBL182455_0,NS(=O)(=O)OCCCCCCCCOS(N)(=O)=O,200
3ibu_3ibu_conf0,3ibu_3ibu_conf0.mol2,[H]N([H])S(=O)(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]N([H])S(=O)(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],CCCCCCCCCCOS(N)(=O)=O,CCCCCCCCCCOS(N)(=O)=O,038,CHEMBL153094_0,CCCCCCCCCCOS(N)(=O)=O,200
3igp_3igp_conf0,3igp_3igp_conf0.mol2,[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1C([H])([H])N(S(=O)(=O)N([H])[H])C([H])([H])C2([H])[H],[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1C([H])([H])N(S(=O)(=O)N([H])[H])C([H])([H])C2([H])[H],COc1cc2c(cc1OC)CN(S(N)(=O)=O)CC2,COc1cc2c(cc1OC)CN(S(N)(=O)=O)CC2,034,CHEMBL1089044_0,COc1cc2c(cc1OC)CN(S(N)(=O)=O)CC2,41
3ime_3ime_conf0,3ime_3ime_conf0.mol2,[H]c1c([H])c([H])c2c([H])c(C(=O)[O-])oc2c1[H],[H]c1c([H])c([H])c2c([H])c(C(=O)[O-])oc2c1[H],O=C([O-])c1cc2ccccc2o1,O=C([O-])c1cc2ccccc2o1,017,CHEMBL84095_0,O=C([O-])c1cc2ccccc2o1,1
3iof_3iof_conf0,3iof_3iof_conf0.mol2,[H]SC([H])([H])c1c([H])c([H])c([H])c([H])c1P(=O)(OC([H])(C([H])([H])[H])C([H])([H])[H])OC([H])(C([H])([H])[H])C([H])([H])[H],[H]SC([H])([H])c1c([H])c([H])c([H])c([H])c1P(=O)(OC([H])(C([H])([H])[H])C([H])([H])[H])OC([H])(C([H])([H])[H])C([H])([H])[H],CC(C)OP(=O)(OC(C)C)c1ccccc1CS,CC(C)OP(=O)(OC(C)C)c1ccccc1CS,039,CHEMBL1173337_0,CC(C)OP(=O)(OC(C)C)c1ccccc1CS,102
3iog_3iog_conf0,3iog_3iog_conf0.mol2,[H]S[C@]([H])(c1c([H])c([H])c(Cl)c([H])c1Cl)P(=O)([O-])[O-],[H]SC([H])(c1c([H])c([H])c(Cl)c([H])c1Cl)P(=O)([O-])[O-],O=P([O-])([O-])[C@H](S)c1ccc(Cl)cc1Cl,O=P([O-])([O-])C(S)c1ccc(Cl)cc1Cl,019,CHEMBL1173797_0,O=P([O-])([O-])[C@H](S)c1ccc(Cl)cc1Cl,7
3ip8_3ip8_conf0,3ip8_3ip8_conf0.mol2,[H]c1c([H])c([H])c(C([H])([H])P(=O)([O-])[O-])c([H])c1[H],[H]c1c([H])c([H])c(C([H])([H])P(=O)([O-])[O-])c([H])c1[H],O=P([O-])([O-])Cc1ccccc1,O=P([O-])([O-])Cc1ccccc1,018,CHEMBL299737_0,O=P([O-])([O-])Cc1ccccc1,4
3iub_3iub_conf0,3iub_3iub_conf0.mol2,[H]c1nc(S(=O)(=O)N([H])C(=O)c2c([H])c3c([H])c(OC([H])([H])[H])c([H])c([H])c3n2[H])c([H])c([H])c1C([H])([H])[H],[H]c1nc(S(=O)(=O)N([H])C(=O)c2c([H])c3c([H])c(OC([H])([H])[H])c([H])c([H])c3n2[H])c([H])c([H])c1C([H])([H])[H],COc1ccc2[nH]c(C(=O)NS(=O)(=O)c3ccc(C)cn3)cc2c1,COc1ccc2[nH]c(C(=O)NS(=O)(=O)c3ccc(C)cn3)cc2c1,039,CHEMBL1232723_0,COc1ccc2[nH]c(C(=O)NS(=O)(=O)c3ccc(C)cn3)cc2c1,79
3iue_3iue_conf0,3iue_3iue_conf0.mol2,[H]c1nc(S(=O)(=O)N([H])C(=O)c2c([H])c3c([H])c(OC([H])([H])[H])c([H])c([H])c3n2C([H])([H])C(=O)[O-])c([H])c([H])c1C([H])([H])[H],[H]c1nc(S(=O)(=O)N([H])C(=O)c2c([H])c3c([H])c(OC([H])([H])[H])c([H])c([H])c3n2C([H])([H])C(=O)[O-])c([H])c([H])c1C([H])([H])[H],COc1ccc2c(c1)cc(C(=O)NS(=O)(=O)c1ccc(C)cn1)n2CC(=O)[O-],COc1ccc2c(c1)cc(C(=O)NS(=O)(=O)c1ccc(C)cn1)n2CC(=O)[O-],044,CHEMBL1232724_0,COc1ccc2c(c1)cc(C(=O)NS(=O)(=O)c1ccc(C)cn1)n2CC(=O)[O-],77
3ivx_3ivx_conf0,3ivx_3ivx_conf0.mol2,[H]c1c([H])c([H])c2c([H])c(S(=O)(=O)N([H])C(=O)c3c([H])c4c([H])c(OC([H])([H])[H])c([H])c([H])c4n3C([H])([H])C(=O)[O-])oc2c1[H],[H]c1c([H])c([H])c2c([H])c(S(=O)(=O)N([H])C(=O)c3c([H])c4c([H])c(OC([H])([H])[H])c([H])c([H])c4n3C([H])([H])C(=O)[O-])oc2c1[H],COc1ccc2c(c1)cc(C(=O)NS(=O)(=O)c1cc3ccccc3o1)n2CC(=O)[O-],COc1ccc2c(c1)cc(C(=O)NS(=O)(=O)c1cc3ccccc3o1)n2CC(=O)[O-],045,CHEMBL1232727_0,COc1ccc2c(c1)cc(C(=O)NS(=O)(=O)c1cc3ccccc3o1)n2CC(=O)[O-],43
3iw5_3iw5_conf0,3iw5_3iw5_conf0.mol2,[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])n2c([H])c(SC([H])([H])C(=O)N([H])c3c([H])c([H])c4c(c3[H])OC([H])([H])C([H])([H])O4)c3c([H])c([H])c([H])c([H])c32)c([H])c(C(F)(F)F)c1[H],[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])n2c([H])c(SC([H])([H])C(=O)N([H])c3c([H])c([H])c4c(c3[H])OC([H])([H])C([H])([H])O4)c3c([H])c([H])c([H])c([H])c32)c([H])c(C(F)(F)F)c1[H],O=C(CSc1cn(CCNC(=O)c2cccc(C(F)(F)F)c2)c2ccccc12)Nc1ccc2c(c1)OCCO2,O=C(CSc1cn(CCNC(=O)c2cccc(C(F)(F)F)c2)c2ccccc12)Nc1ccc2c(c1)OCCO2,063,CHEMBL1232179_0,O=C(CSc1cn(CCNC(=O)c2cccc(C(F)(F)F)c2)c2ccccc12)Nc1ccc2c(c1)OCCO2,121
3k8q_3k8q_conf0,3k8q_3k8q_conf0.mol2,[H]OC([H])([H])C([H])(C([H])([H])O[H])[N+]([H])([H])C([H])([H])c1c([H])n([H])c2c(=O)n([H])c([H])nc12,[H]OC([H])([H])C([H])(C([H])([H])O[H])[N+]([H])([H])C([H])([H])c1c([H])n([H])c2c(=O)n([H])c([H])nc12,O=c1[nH]cnc2c(C[NH2+]C(CO)CO)c[nH]c12,O=c1[nH]cnc2c(C[NH2+]C(CO)CO)c[nH]c12,032,CHEMBL505564_0,O=c1[nH]cnc2c(C[NH2+]C(CO)CO)c[nH]c12,200
3k97_3k97_conf0,3k97_3k97_conf0.mol2,[H]Oc1c([H])c(O[H])c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])c([H])c1Cl,[H]Oc1c([H])c(O[H])c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])c([H])c1Cl,Cc1ccccc1[C@H]1CCCN1C(=O)c1cc(Cl)c(O)cc1O,Cc1ccccc1C1CCCN1C(=O)c1cc(Cl)c(O)cc1O,041,CHEMBL450227_0,Cc1ccccc1[C@H]1CCCN1C(=O)c1cc(Cl)c(O)cc1O,148
3kgq_3kgq_conf0,3kgq_3kgq_conf0.mol2,[H]OC(C(=O)[O-])(C([H])([H])C(=O)[O-])C([H])([H])C(=O)[O-],[H]OC(C(=O)[O-])(C([H])([H])C(=O)[O-])C([H])([H])C(=O)[O-],O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],018,CHEMBL4303212_0,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],23
